Sales
product_id,store_id,date,sales,revenue,stock,price,promo_type_1,promo_type_2
P0427,S0107,1/2/17,0,0,6,2.45,PR14,PR03
P0428,S0108,1/2/17,1,2.27,12,2.45,PR14,PR03
P0429,S0110,1/2/17,0,0,4,2.45,PR14,PR03
P0430,S0113,1/2/17,0,0,5,2.45,PR14,PR03
P0431,S0116,1/2/17,0,0,4,2.45,PR14,PR03
P0432,S0119,1/2/17,0,0,3,2.45,PR14,PR03
P0433,S0120,1/2/17,2,4.54,1,2.45,PR14,PR03
P0434,S0122,1/2/17,1,2.27,7,2.45,PR14,PR03
P0435,S0123,1/2/17,0,0,2,2.45,PR14,PR03
P0436,S0124,1/2/17,0,0,4,2.45,PR14,PR03
P0437,S0125,1/2/17,0,0,4,2.45,PR14,PR03
P0438,S0130,1/2/17,0,0,3,2.45,PR14,PR03
P0439,S0131,1/2/17,0,0,11,2.45,PR14,PR03
P0440,S0132,1/2/17,0,0,17,2.45,PR14,PR03
P0441,S0135,1/2/17,1,2.27,10,2.45,PR14,PR03
P0442,S0138,1/2/17,3,6.81,30,2.45,PR14,PR03
P0443,S0139,1/2/17,0,0,4,2.45,PR14,PR03
P0444,S0140,1/2/17,0,0,2,2.45,PR14,PR03
P0445,S0141,1/2/17,0,0,6,2.45,PR14,PR03
P0446,S0143,1/2/17,0,0,6,2.45,PR14,PR03
P0447,S0066,1/2/17,0,0,3,22.9,PR05,PR03
P0448,S0085,1/2/17,0,0,1,22.9,PR05,PR03
P0449,S0097,1/2/17,0,0,4,22.9,PR05,PR03
P0450,S0113,1/2/17,0,0,1,22.9,PR05,PR03
P0451,S0138,1/2/17,0,0,2,22.9,PR05,PR03
P0452,S0142,1/2/17,0,0,18,22.9,PR05,PR03
P0453,S0001,1/2/17,0,0,4,34.5,PR14,PR03
P0454,S0002,1/2/17,0,0,11,34.5,PR14,PR03
P0455,S0004,1/2/17,0,0,10,34.5,PR14,PR03
P0456,S0008,1/2/17,0,0,10,34.5,PR14,PR03
P0457,S0010,1/2/17,0,0,15,34.5,PR14,PR03
P0458,S0012,1/2/17,0,0,11,34.5,PR14,PR03
P0459,S0013,1/2/17,1,29.24,4,34.5,PR14,PR03
P0460,S0015,1/2/17,0,0,7,34.5,PR14,PR03
P0461,S0018,1/2/17,0,0,10,34.5,PR14,PR03
P0462,S0020,1/2/17,0,0,3,34.5,PR14,PR03
P0463,S0022,1/2/17,0,0,4,34.5,PR14,PR03
P0464,S0023,1/2/17,0,0,12,34.5,PR14,PR03
P0465,S0024,1/2/17,0,0,5,34.5,PR14,PR03
P0466,S0025,1/2/17,0,0,20,34.5,PR14,PR03
P0467,S0026,1/2/17,0,0,18,34.5,PR14,PR03
P0468,S0027,1/2/17,0,0,18,34.5,PR14,PR03
P0469,S0031,1/2/17,0,0,6,34.5,PR14,PR03
P0470,S0035,1/2/17,0,0,19,34.5,PR14,PR03
P0471,S0038,1/2/17,0,0,22,34.5,PR14,PR03
P0472,S0040,1/2/17,0,0,8,34.5,PR14,PR03
P0473,S0043,1/2/17,0,0,10,34.5,PR14,PR03
P0474,S0045,1/2/17,0,0,10,34.5,PR14,PR03
P0475,S0049,1/2/17,0,0,5,34.5,PR14,PR03
P0476,S0050,1/2/17,0,0,5,34.5,PR14,PR03
P0477,S0051,1/2/17,0,0,10,34.5,PR14,PR03
P0478,S0052,1/2/17,0,0,7,34.5,PR14,PR03
P0479,S0055,1/2/17,1,29.24,7,34.5,PR14,PR03
P0480,S0056,1/2/17,0,0,6,34.5,PR14,PR03
P0481,S0058,1/2/17,0,0,10,34.5,PR14,PR03
P0482,S0060,1/2/17,0,0,7,34.5,PR14,PR03
P0483,S0062,1/2/17,1,29.24,12,34.5,PR14,PR03
P0484,S0063,1/2/17,0,0,5,34.5,PR14,PR03
P0485,S0065,1/2/17,0,0,9,34.5,PR14,PR03
P0486,S0066,1/2/17,0,0,7,34.5,PR14,PR03
P0487,S0067,1/2/17,0,0,10,34.5,PR14,PR03
P0488,S0070,1/2/17,0,0,7,34.5,PR14,PR03
P0489,S0073,1/2/17,0,0,10,34.5,PR14,PR03
P0490,S0078,1/2/17,0,0,3,34.5,PR14,PR03
P0491,S0082,1/2/17,0,0,5,34.5,PR14,PR03
P0492,S0083,1/2/17,0,0,9,34.5,PR14,PR03
P0493,S0084,1/2/17,0,0,11,34.5,PR14,PR03
P0494,S0085,1/2/17,1,29.24,12,34.5,PR14,PR03
P0495,S0087,1/2/17,0,0,10,34.5,PR14,PR03
P0496,S0088,1/2/17,0,0,16,34.5,PR14,PR03
P0497,S0090,1/2/17,0,0,9,34.5,PR14,PR03
P0498,S0091,1/2/17,0,0,11,34.5,PR14,PR03
P0499,S0094,1/2/17,0,0,18,34.5,PR14,PR03
